likes,body,url
873,"Программист создал сайт, на котором в очень удобной форме показал огромный список того, что неплохо бы изучить веб-разработчику.

Для каждой темы/инструмента есть список ресурсов, где можно всё это изучить. HTML, CSS, JS, PWA, фреймворки, тестирование, безопасность, архитектура, дизайн, алгоритмы, базы данных — всё есть:

https://andreasbm.github.io/web-skills/?compact",https://sun1-24.userapi.com/c857216/v857216344/1419b8/z4iEgqMP-S8.jpg
24,"Подробный гайд, автор которого рассказывает:
— как запустить Kubernetes кластер,
— как разработать приложение с помощью фреймворка Spring Boot,
— как развернуть это приложение в виде контейнера в Kubernetes.

Годнота: https://learnk8s.io/spring-boot-kubernetes-guide

#devops@tproger_web #kubernetes@tproger_web #spring@tproger_web",https://sun1-24.userapi.com/c857216/v857216344/1419b8/z4iEgqMP-S8.jpg
22,"Если на ваш сайт неожиданно пришло большое количество пользователей, и он перестал справляться с нагрузкой, то проблема решается в 4 этапа:

1. Поиск причин отказов.
2. Быстрые фиксы, которые вернут сайт к жизни.
3. Улучшение сайта.
4. Мониторинг.

В этой статье веб-разработчик из Google подробно рассказывает про каждый из этих этапов:

https://web.dev/overloaded-server/

Вам, кстати, удобнее читать на английском или нужен перевод? Отвечайте в опросе. А если хотите перевести эту статью, то откликнитесь в комментах / сообщениях сообщества / напишите на почту experts@tproger.ru.

#бэкенд@tproger_web #производительность@tproger_web",https://sun1-24.userapi.com/c857216/v857216344/1419b8/z4iEgqMP-S8.jpg
91,"Пиксельное проектирование, игнорирование user-flow, использование старых шаблонов — эксперты рассказали, какие типичные ошибки допускают новички при разработке дизайна и интерфейса сайта:

https://tproger.ru/experts/design-mistakes/

#дизайн@tproger_web #ux@tproger_web",https://sun1-25.userapi.com/c856020/v856020296/219ce6/SNbMrln10wQ.jpg
278,"Подборка из 20 проектов для прокачки навыков в JavaScript. Для каждого проекта приведено описание, реализация и демо:

https://github.com/bradtraversy/vanillawebprojects

Вот, например, игра «Виселица» из этой подборки:

#javascript@tproger_web",https://sun1-84.userapi.com/c858228/v858228998/1ada6f/8JqLE19bRa0.jpg
57,"security.txt — это файл, который регламентирует общение между создателем сайта и теми, кто находит уязвимости в их приложении.

Чтобы не изобретать велосипед, можно просто открыть специальный генератор, с помощью которого вы создадите свой security.txt, а также почитаете, что с ним делать и где разместить:

https://securitytxt.org/

А в этой статье ребята из Cloudflare рассказывают о своём опыте применения security.txt:

https://blog.cloudflare.com/security-dot-txt/

#безопасность@tproger_web",https://sun9-42.userapi.com/c855228/v855228116/20fa53/EVePeP1JGfw.jpg
0,"Ищем пишущего редактора к нам в команду. Не только по теме веб-разработки. Пожалуйста, поделитесь по знакомым — очень нужен хороший человек, который сможет развиваться вместе с нами. 
 
Подробности на странице вакансии: https://tproger.ru/jobs/fullstack-editor-tproger/ 
 
Обратите внимание на все тонкости, в том числе стаж, стартовую зарплату, путь в компании и требования по скилам.",https://sun9-42.userapi.com/c855228/v855228116/20fa53/EVePeP1JGfw.jpg
134,"CSS Viewport Units — это относительные единицы измерения, рассчитывающиеся в процентах от размеров области просмотра браузера.

Рекомендуем хороший гайд, в котором на понятных примерах показано, как их использовать:

https://ishadeed.com/article/viewport-units/

#фронтенд@tproger_web #css@tproger_web",https://sun9-42.userapi.com/c855228/v855228116/20fa53/EVePeP1JGfw.jpg
120,"Гайд по реализации футера, который будет выскальзывать из-под контента при прокрутке страницы:

https://tprg.ru/zJ1K

#фронтенд@tproger_web #css@tproger_web",https://sun9-42.userapi.com/c855228/v855228116/20fa53/EVePeP1JGfw.jpg
110,"Несколько годных советов по оптимизации веба. Несмотря на то, что статья от 2018 года, она всё ещё актуальна:

https://philipwalton.com/articles/idle-until-urgent/ 

#оптимизация@tproger_web",https://sun9-19.userapi.com/c856132/v856132682/205afa/Wz0qBkqqvso.jpg
32,"Тут Stack Overflow на днях тёмную тему [https://vk.com/wall-30666517_1660426|выкатил]. А теперь опубликовали статью, в которой подробно рассказали про процесс её создания и внедрения:

https://stackoverflow.blog/2020/03/31/building-dark-mode-on-stack-overflow/

#фронтенд@tproger_web  #дизайн@tproger_web",https://sun9-21.userapi.com/c857628/v857628963/1bb79f/e0WDZtu22QI.jpg
167,"Серия статей, в которой автор детально разбирается с архитектурой фронтенда. В каждой статье он слой за слоем разбирает её основные составляющие:

— большой круг: https://tprg.ru/pjCA
— средний круг: https://tprg.ru/bjtv
— малый круг: https://tprg.ru/ONPX
— автоматизированное тестирование: https://tprg.ru/4JUn
— оболочка: https://tprg.ru/zMEa
— ядро: https://tprg.ru/pB6b

#фронтенд@tproger_web #архитектура@tproger_web",https://sun1-21.userapi.com/c857420/v857420481/1b99ea/KbmnD5wNkpY.jpg
113,"Когда какое-то правило в CSS не работает, то часто возникает соблазн добавить !important и пойти заниматься другими важными задачами.

Рассказываем, почему так делать не стоит:

https://tproger.ru/translations/stop-using-important/

А в конце статьи проходите небольшой тест, в котором проверяем ваши знания правил CSS.

#фронтенд@tproger_web #css@tproger_web",https://sun9-4.userapi.com/c855124/v855124524/216ce8/rvX1RRhWUk0.jpg
175,Опять этот JS,https://sun1-86.userapi.com/Cyg4gtc-97PNaE9bFUHcES7S7aB3PIbt5APfbA/8Me9xkeNFrE.jpg
82,"Атрибуты data-* в HTML — это атрибуты, которые применяются для удобного хранения в HTML-элементах различной полезной информации.

Рекомендуем вам это подробнейшее руководство по этим атрибутам, которое поможет освежить память или узнать что-то новое:

https://tprg.ru/yYvF

#фронтенд@tproger_web #html@tproger_web",https://sun1-86.userapi.com/Cyg4gtc-97PNaE9bFUHcES7S7aB3PIbt5APfbA/8Me9xkeNFrE.jpg
121,"Сегодня встроенными в браузеры инструментами можно решать много интересных задач. Например, можно настроить процесс оплаты чего-либо, реализовать режим Picture-in-Picture или создавать интерактивные push-уведомления.

В этом репозитории собрано ещё около 30 возможностей браузеров, о которых вы могли не знать:

https://github.com/luruke/browser-2020

#фронтенд@tproger_web #инструменты@tproger_web",https://sun9-35.userapi.com/c857520/v857520333/1ba093/5ixsHhvqB3Y.jpg
16,"Подборка из 7 cloud-based инструментов для нагрузочных тестов:
 
https://geekflare.com/essential-tools-to-perform-stress-test-online/

#тестирование@tproger_web #облака@tproger_web",https://sun9-35.userapi.com/c857520/v857520333/1ba093/5ixsHhvqB3Y.jpg
34,"Необходим ли HTTP-заголовок User-Agent?

На каких-то сайтах его уже не используют, где-то используют неправильно, но действительно ли он нужен современным сайтам? Разработчик решил проверить, что будет, если на неделю отключить User-Agent, и написал об этом подробный отчёт:

https://webplatform.news/issues/2020-03-19

 Вердикт таков: большинство сайтов работало без каких-либо проблем. Некоторые неполадки наблюдались в Google Docs, Twitter и Twitch. Встречались и единичные случаи, когда сайты воспринимали пользователя как бота и переставали открываться (Facebook, Apple Developer).

В итоге он предлагает перевести User-Agent в статус deprecated и постепенно отказаться от его использования. Поддерживаете?

#http@tproger_web",https://sun9-22.userapi.com/c206620/v206620603/bc81e/Yei5KyF-VWg.jpg
